00:02.154  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:32.360  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:32.846  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:33.382  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:33.900  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:34.426  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:34.969  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:35.430  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:35.984  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:36.490  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:37.052  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:37.634  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:38.121  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:38.659  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:39.124  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:39.666  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:40.171  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:40.707  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:41.239  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:41.729  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:42.264  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:42.734  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:43.302  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:43.832  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:44.366  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:44.901  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:45.391  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:46.475  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:47.067  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:47.673  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:48.214  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:48.783  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:49.349  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:49.871  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:50.454  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:51.001  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:51.589  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:52.153  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:52.668  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:53.253  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:53.788  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:54.358  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:54.928  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:55.482  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:56.044  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:56.610  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:57.103  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:57.648  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:58.126  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:58.685  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:59.188  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:59:59.726  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:00.257  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:00.765  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:01.313  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:01.784  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:02.335  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:02.883  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:03.417  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:03.955  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:04.429  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:04.962  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:05.428  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:05.963  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:06.473  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:07.004  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:07.526  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:08.018  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:08.559  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:09.008  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:09.549  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:10.026  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:10.597  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:11.127  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:11.639  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:12.173  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:12.636  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:13.183  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:13.650  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:14.197  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:14.719  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:15.251  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:15.749  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:16.238  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:16.771  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:17.244  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:17.790  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:18.299  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:18.836  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:19.365  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:19.859  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:20.390  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:20.842  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:21.863  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:22.421  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:22.969  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:23.494  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:24.013  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:24.480  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:25.024  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:25.505  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:26.048  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:26.562  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:27.125  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:27.675  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:28.158  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:28.720  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:29.248  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:29.790  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:30.316  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:30.779  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:31.326  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:31.809  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:32.356  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:32.882  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:33.430  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:33.954  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:34.426  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:34.959  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:35.430  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:35.982  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:36.507  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:37.062  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:37.614  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:38.097  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:38.650  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:39.129  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:39.663  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:40.174  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:40.705  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:41.224  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:41.692  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:42.211  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:42.665  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:43.192  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:43.645  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:44.200  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:44.709  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:45.248  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:45.777  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:46.264  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:46.794  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:47.247  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:47.800  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:48.291  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:48.842  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:49.366  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:49.871  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:50.402  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:50.859  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:51.408  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:51.890  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:52.442  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:52.970  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:53.512  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:54.060  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:54.559  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:55.145  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:55.692  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:56.825  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:57.401  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:57.981  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:58.562  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:59.107  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:00:59.692  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:00.254  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:00.762  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:01.336  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:01.894  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:02.465  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:03.020  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:03.513  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:04.046  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:04.554  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:05.115  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:05.651  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:06.139  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:06.665  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:07.155  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:07.763  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:08.319  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:08.880  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:09.438  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:09.940  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:10.484  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:11.017  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:11.551  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:12.092  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:12.560  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:13.105  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:13.595  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:14.148  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:14.650  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:15.181  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:15.702  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:16.164  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:16.686  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:17.157  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:17.700  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:18.219  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:18.757  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:19.262  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:19.739  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:20.274  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:20.728  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:21.266  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:21.774  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:22.361  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:22.888  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:23.373  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:23.918  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:24.378  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:24.938  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:25.450  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:25.987  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:26.523  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:27.011  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:27.552  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:28.027  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:28.561  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:29.063  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:29.620  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:30.160  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:31.237  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:31.800  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:32.368  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:32.914  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:33.381  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:33.932  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:34.424  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:34.998  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:35.527  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:36.024  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:36.589  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:37.085  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:37.634  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:38.142  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:38.683  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:39.215  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:39.684  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:40.233  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:40.720  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:41.264  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:41.772  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:42.310  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:42.840  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:43.300  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:43.839  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:44.287  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:44.834  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:45.367  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:45.902  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:46.443  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:46.942  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:47.463  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:47.925  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:48.472  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:48.949  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:49.513  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:50.022  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:50.551  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:51.084  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:51.556  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:52.117  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:52.624  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:53.153  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:53.651  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:54.160  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:54.706  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:55.164  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:55.709  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:56.225  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:56.767  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:57.284  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:57.793  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:58.316  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:58.772  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:59.295  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:01:59.771  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:00.324  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:00.860  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:01.395  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:01.942  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:02.437  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:03.019  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:03.580  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:04.141  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:04.708  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:05.239  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:05.822  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:06.368  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:06.912  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:08.073  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:08.662  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:09.235  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:09.763  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:10.357  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:10.944  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:11.453  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:12.038  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:12.587  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:13.154  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:13.707  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:14.205  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:14.775  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:15.300  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:15.828  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:16.350  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:16.828  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
[opaque] 301/450 episodes, 15020 frames, 122.3 min, 2.05 fps
02:02:17.729  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:18.299  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:18.850  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:19.395  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:19.955  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:20.429  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:20.981  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:21.473  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:22.033  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:22.550  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:23.065  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:23.581  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:24.092  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:24.650  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:25.163  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:25.727  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:26.245  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:26.731  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:27.604  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:28.143  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:28.629  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:29.201  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
02:02:29.743  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
